iso3,country,year,Track,GovEff,RuleLaw,RegQual,CPI,CtrlCorr,GII,RD,ECI,EduIdx,LifeExpIdx,GDPpcPPP,ResRents,ODA,PolStab,FSI,P1,P2,P3,P4,P5,v1_raw,v1_MScore,P1_GPA,P2_GPA,P3_GPA,P4_GPA,P5_GPA,v2_GPA,pillar_spread,config_profile,gap_count,gaps_noted
DJI,Djibouti,2012,1,36.3887,42.0714,43.9840,36.0000,36.7649,,,,0.2358,0.6418,3762.2820,0.9459,10.7480,67.8993,83.8000,0.3961,,0.4388,0.6148,0.4903,,,1.2107,,0.3593,1.3228,1.7092,,0.0947,P4>P5>P3>P1,2,GII; ECI
ERI,Eritrea,2012,1,25.5503,30.8907,24.9713,25.0000,30.1875,,,,0.3610,0.6876,1742.3236,26.9563,6.5349,50.3067,94.5000,0.2660,,0.5243,0.4719,0.3578,,,0.2635,,0.6796,0.4061,0.6753,,0.1158,P3>P4>P5>P1,2,GII; ECI
GNB,Guinea-Bissau,2012,1,27.7528,30.0252,33.9120,25.0000,20.6608,,,,0.3755,0.5888,1401.8499,17.1199,7.8982,48.1502,99.2000,0.2917,,0.4821,0.5036,0.3274,,,0.3622,,0.4343,0.4418,0.5408,,0.1072,P4>P3>P5>P1,2,GII; ECI
SLE,Sierra Leone,2012,1,29.9020,44.2014,39.9159,31.0000,32.2872,,,,0.3523,0.5101,2317.1914,9.7705,7.3784,61.4746,90.4000,0.3625,,0.4312,0.5871,0.4307,,,0.9003,,0.2385,0.7159,1.1847,,0.0951,P4>P3>P5>P1,2,GII; ECI
STP,Sao Tome and Principe,2012,1,36.0810,47.0119,43.2406,42.0000,44.6322,,,,0.4739,0.6847,2652.8788,3.8174,22.5429,70.8146,73.9000,0.4208,,0.5793,0.4234,0.5462,,,1.4529,,0.9506,0.8609,2.2816,,0.0823,P3>P5>P4>P1,2,GII; ECI
SUR,Suriname,2012,1,51.3129,55.8021,48.7660,37.0000,45.0537,,,,0.5761,0.7686,15184.9255,29.1298,0.8429,67.0132,71.2000,0.4822,,0.6724,0.6640,0.5384,,,2.0601,,1.5287,1.4497,2.2447,,0.0940,P3>P4>P5>P1,2,GII; ECI
SYC,Seychelles,2012,1,65.1538,59.3522,57.7084,52.0000,56.1672,,,,0.7516,0.8076,22263.8222,0.1645,3.1988,78.2911,65.1000,0.5855,,0.7796,0.8375,0.6202,,,2.6572,,2.4212,2.3854,2.7644,,0.1219,P4>P3>P5>P1,2,GII; ECI
CHE,Switzerland,2018,1,92.4115,89.8960,83.3280,85.0000,94.2844,68.4000,3.1498,1.7520,0.9116,0.9779,70688.8187,0.0130,,87.3364,19.2000,0.8766,0.8158,0.9447,0.9514,0.8567,0.8880,1.0324,3.9173,3.9724,3.8446,3.5373,3.8616,3.8682,0.0582,P4>P3>P1>P5>P2,1,ODA
SGP,Singapore,2018,1,94.4482,83.3610,88.5631,85.0000,90.8769,59.8000,1.8084,1.6310,0.8504,0.9750,103963.3633,0.0002,,88.0908,30.4000,0.8784,0.7620,0.9127,0.9714,0.8138,0.8683,0.9801,3.8887,3.8734,3.6155,3.6332,3.7220,3.8038,0.0821,P4>P3>P1>P5>P2,1,ODA
FIN,Finland,2018,1,93.3361,92.2640,84.0796,85.0000,92.0516,59.6000,2.7760,1.3930,0.9268,0.9481,49248.6775,0.5634,,83.6850,17.9000,0.8867,0.7396,0.9375,0.9291,0.8438,0.8643,0.9695,3.9562,3.7806,3.6915,3.1950,3.7488,3.7416,0.0806,P3>P4>P1>P5>P2,1,ODA
SWE,Sweden,2018,1,88.6425,88.6127,82.6108,85.0000,90.6817,63.1000,3.3460,1.3960,0.9183,0.9620,53122.4387,1.0611,,81.7625,20.8000,0.8622,0.7574,0.9402,0.9297,0.8221,0.8611,0.9609,3.8735,3.8579,3.7527,3.1069,3.5445,3.6846,0.0762,P3>P4>P1>P5>P2,1,ODA
DNK,Denmark,2018,1,88.6833,90.0925,83.9271,88.0000,91.5380,58.4000,2.9790,1.0530,0.9287,0.9383,57233.6232,0.5879,,83.0074,19.8000,0.8768,0.7031,0.9335,0.9367,0.8325,0.8523,0.9376,3.9318,3.5716,3.6301,3.2558,3.6958,3.6959,0.0960,P4>P3>P1>P5>P2,1,ODA
NLD,Netherlands,2018,1,90.8033,88.2921,85.4073,82.0000,87.2561,63.3000,2.1027,1.0100,0.9107,0.9505,58819.2609,0.3551,,79.4418,26.2000,0.8663,0.7237,0.9306,0.9397,0.7880,0.8504,0.9325,3.9029,3.6531,3.6495,3.3193,3.3088,3.6521,0.0930,P4>P3>P1>P5>P2,1,ODA
DEU,Germany,2018,1,86.3768,86.4901,81.3517,80.0000,86.6743,58.0000,3.0506,1.5430,0.9427,0.9365,56273.0406,0.0848,,79.9679,25.8000,0.8355,0.7451,0.9396,0.9392,0.7923,0.8501,0.9320,3.7860,3.8041,3.6511,3.3922,3.3740,3.6603,0.0874,P3>P4>P1>P5>P2,1,ODA
JPN,Japan,2018,1,86.8239,82.5591,76.3836,73.0000,76.0099,55.0000,3.2192,2.0440,0.8492,0.9891,42141.9353,0.0368,,85.3309,34.5000,0.7969,0.7750,0.9191,0.9246,0.7829,0.8400,0.9051,3.6473,3.8095,3.6359,3.3246,3.6014,3.6344,0.0754,P4>P3>P1>P5>P2,1,ODA
HKG,"Hong Kong SAR, China",2018,1,89.0713,82.4415,89.7837,76.0000,82.5743,54.6000,0.8633,1.1490,0.8735,0.9998,60900.2753,0.0011,,78.9065,,0.8432,0.6927,0.9366,0.9438,0.7891,0.8390,0.9024,3.7916,3.5040,3.7607,3.5571,2.8019,3.5762,0.1054,P4>P3>P1>P5>P2,2,ODA; FSI
NOR,Norway,2018,1,89.0114,91.8838,83.5177,84.0000,90.0726,52.6000,2.0348,0.9220,0.9325,0.9655,70253.8464,7.3936,,84.8814,18.3000,0.8710,0.6624,0.9490,0.9019,0.8482,0.8383,0.9006,3.8984,3.3005,3.8252,2.6939,3.7665,3.5740,0.1096,P3>P4>P1>P5>P2,1,ODA
IRL,Ireland,2018,1,79.6806,83.2647,80.8635,73.0000,79.2976,57.2000,1.0824,1.2050,0.8834,0.9557,86299.3420,0.1261,,82.7292,20.7000,0.7920,0.7107,0.9195,0.9610,0.8274,0.8345,0.8905,3.6326,3.5951,3.6074,3.4538,3.6346,3.6238,0.1001,P4>P3>P5>P1>P2,1,ODA
GBR,United Kingdom,2018,1,80.9891,82.5312,81.2781,80.0000,84.3781,60.1000,2.7089,1.2910,0.9203,0.9404,47212.2045,0.6262,,70.7215,34.3000,0.8120,0.7330,0.9304,0.9265,0.7107,0.8287,0.8750,3.6841,3.7869,3.6196,3.1469,2.9459,3.5005,0.1038,P3>P4>P1>P2>P5,1,ODA
NZL,New Zealand,2018,1,84.4642,87.9659,85.9426,87.0000,90.2413,51.3000,1.4642,0.4600,0.9378,0.9521,42527.2784,1.5881,,90.5755,20.9000,0.8634,0.6144,0.9449,0.9147,0.8658,0.8280,0.8731,3.8728,2.9574,3.7535,2.9296,3.8699,3.5660,0.1311,P3>P4>P5>P1>P2,1,ODA
CAN,Canada,2018,1,87.0103,86.2717,80.7639,81.0000,84.4384,53.0000,1.7372,0.8930,0.9021,0.9527,49982.5999,1.7982,,81.9024,21.5000,0.8376,0.6618,0.9274,0.9217,0.8199,0.8266,0.8696,3.7826,3.2888,3.6388,2.9688,3.5302,3.5202,0.1076,P3>P4>P1>P5>P2,1,ODA
AUT,Austria,2018,1,82.5356,87.9258,79.0043,76.0000,80.9459,51.3000,3.1083,1.4000,0.8521,0.9490,56636.4953,0.1408,,80.3127,26.2000,0.8137,0.6987,0.9005,0.9392,0.7924,0.8253,0.8660,3.7177,3.5781,3.4413,3.3608,3.3861,3.5653,0.0946,P4>P3>P1>P5>P2,1,ODA
USA,United States,2018,1,83.2803,77.1375,78.2710,71.0000,73.1654,59.8000,2.9896,1.2800,0.9123,0.9046,62875.6661,0.5957,,70.8565,37.7000,0.7742,0.7305,0.9084,0.9415,0.6972,0.8159,0.8410,3.5628,3.7493,3.4652,3.2889,2.8994,3.4499,0.1088,P4>P3>P1>P2>P5,1,ODA
KOR,"Korea, Rep.",2018,1,78.2997,76.0699,69.9548,57.0000,58.8116,56.6000,4.2716,1.7970,0.8690,0.9745,45511.0804,0.0471,,80.7642,35.7000,0.7033,0.7608,0.9218,0.9285,0.7551,0.8116,0.8297,3.2832,3.8116,3.6782,3.3310,3.3084,3.4721,0.1040,P4>P3>P2>P5>P1,1,ODA
BEL,Belgium,2018,1,75.2725,81.4170,74.8669,75.0000,77.2933,50.5000,2.8636,1.1680,0.9103,0.9459,52466.7331,0.0484,,73.1490,29.7000,0.7664,0.6739,0.9281,0.9358,0.7420,0.8071,0.8176,3.5317,3.3511,3.5673,3.3860,3.0682,3.4423,0.1171,P4>P3>P1>P5>P2,1,ODA
LUX,Luxembourg,2018,1,89.1039,89.0014,82.2171,81.0000,92.5896,54.5000,1.1704,,0.8104,0.9464,116638.4142,0.0132,,88.1947,20.8000,0.8533,0.5450,0.8784,0.9773,0.8543,0.8061,0.8152,3.8652,3.5556,3.2232,3.5652,3.8441,3.6913,0.1628,P4>P3>P5>P1>P2,2,ECI; ODA
AUS,Australia,2018,1,84.8772,85.1196,83.6957,77.0000,83.6550,52.0000,1.8283,0.1510,0.9153,0.9732,50371.2338,5.2275,,80.9961,20.8000,0.8267,0.5902,0.9443,0.8992,0.8183,0.8048,0.8115,3.7778,2.8157,3.8244,2.6897,3.4962,3.4160,0.1365,P3>P4>P1>P5>P2,1,ODA
FRA,France,2018,1,80.8697,78.0558,74.8593,72.0000,76.4427,54.4000,2.2041,1.2330,0.8238,0.9626,46381.0591,0.0429,,67.6769,32.2000,0.7645,0.6993,0.8932,0.9295,0.7042,0.8009,0.8013,3.5195,3.5550,3.4088,3.3417,2.8026,3.3921,0.1073,P4>P3>P1>P5>P2,1,ODA
ISL,Iceland,2018,1,82.1326,86.9249,77.5783,76.0000,86.0467,51.2000,2.0008,,0.9547,0.9608,57197.7676,0.0002,,88.0296,20.3000,0.8066,0.5120,0.9577,0.9406,0.8556,0.7949,0.7853,3.6885,3.3016,3.8103,3.5402,3.8584,3.6844,0.1801,P3>P4>P5>P1>P2,2,ECI; ODA
EST,Estonia,2018,1,75.9403,80.4083,77.4345,73.0000,78.1695,50.5000,1.3830,1.0090,0.8929,0.8974,37120.9880,2.0179,,79.5396,43.0000,0.7670,0.6597,0.8952,0.9049,0.7185,0.7885,0.7684,3.5353,3.2822,3.3614,2.8062,3.0882,3.2875,0.1082,P4>P3>P1>P5>P2,1,ODA
SVN,Slovenia,2018,1,76.6205,70.0199,65.1365,60.0000,64.4444,46.9000,1.9636,1.3790,0.9096,0.9363,38620.2045,0.2618,,82.7030,30.3000,0.6794,0.6748,0.9229,0.9186,0.7873,0.7856,0.7607,3.1759,3.4018,3.5159,3.1861,3.5014,3.3500,0.1219,P3>P4>P5>P1>P2,1,ODA
CZE,Czechia,2018,1,71.2863,74.8692,72.9467,59.0000,60.2843,48.7000,1.8765,1.4840,0.8756,0.9071,41638.1831,0.3894,,83.7215,39.0000,0.6953,0.6933,0.8914,0.9216,0.7561,0.7853,0.7600,3.2979,3.4966,3.3609,3.1608,3.4776,3.3721,0.1085,P4>P3>P5>P1>P2,1,ODA
ISR,Israel,2018,1,78.5109,73.0601,73.2135,61.0000,62.8306,56.8000,4.9196,1.2280,0.8542,0.9680,40189.9910,0.2433,,60.0064,78.5000,0.7145,0.7108,0.9111,0.9208,0.4729,0.7700,0.7193,3.3524,3.6206,3.5748,3.2023,1.4388,3.1255,0.1834,P4>P3>P1>P2>P5,1,ODA
PRT,Portugal,2018,1,71.9545,76.4187,69.6062,64.0000,64.1101,45.7000,1.3508,0.7460,0.7625,0.9476,34896.7993,0.2407,,84.5431,27.3000,0.7049,0.6121,0.8550,0.9135,0.8090,0.7639,0.7030,3.3330,2.9976,3.0563,3.1582,3.6108,3.2812,0.1205,P4>P3>P5>P1>P2,1,ODA
ESP,Spain,2018,1,72.1501,74.0378,68.7999,58.0000,62.9451,48.7000,1.2329,0.8440,0.8246,0.9707,41015.1566,0.0630,,71.6108,41.4000,0.6825,0.6359,0.8977,0.9230,0.6856,0.7623,0.6988,3.2346,3.0966,3.4705,3.2765,2.8626,3.2329,0.1345,P4>P3>P5>P1>P2,1,ODA
LTU,Lithuania,2018,1,68.0851,69.8569,71.6370,59.0000,57.0275,41.2000,0.9278,0.9030,0.8965,0.8601,36491.9385,0.3784,,81.3879,39.4000,0.6714,0.6036,0.8783,0.9149,0.7428,0.7517,0.6707,3.1767,2.9534,3.1154,3.1167,3.3117,3.1747,0.1328,P4>P3>P5>P1>P2,1,ODA
CYP,Cyprus,2018,1,68.0767,71.6307,69.7425,59.0000,61.2316,47.8000,0.6103,0.4950,0.8453,0.9470,40262.3086,0.0047,,77.1017,60.3000,0.6711,0.6001,0.8962,0.9225,0.6343,0.7449,0.6528,3.1667,2.8521,3.3793,3.3448,2.6639,3.1404,0.1525,P4>P3>P1>P5>P2,1,ODA
ITA,Italy,2018,1,59.8005,64.1711,63.6990,52.0000,52.8685,46.3000,1.4193,1.2190,0.8047,0.9721,43386.7006,0.0992,,72.2549,43.8000,0.5992,0.6575,0.8884,0.9257,0.6788,0.7449,0.6526,2.7965,3.2893,3.3766,3.2881,2.8241,3.0940,0.1470,P4>P3>P5>P2>P1,1,ODA
POL,Poland,2018,1,64.7982,66.3849,66.8854,60.0000,63.5789,41.7000,1.1943,1.0930,0.8785,0.8865,32345.1066,2.7132,,76.6592,41.5000,0.6452,0.6232,0.8825,0.8931,0.7104,0.7433,0.6483,3.0203,3.0934,3.2790,2.7201,2.9479,3.0312,0.1291,P4>P3>P5>P1>P2,1,ODA
MLT,Malta,2018,1,71.0562,75.1839,74.5172,54.0000,62.8662,50.3000,0.5456,,0.8323,0.9678,48178.2921,0.0000,,84.8914,36.2000,0.6869,0.5030,0.9001,0.9318,0.7736,0.7412,0.6429,3.2409,3.2063,3.4604,3.5374,3.5387,3.4102,0.1737,P4>P3>P5>P1>P2,2,ECI; ODA
LVA,Latvia,2018,1,66.8589,67.5535,70.9122,58.0000,58.8800,43.2000,0.6614,0.7930,0.8994,0.8458,29817.8047,1.0735,,77.2239,44.9000,0.6583,0.6038,0.8726,0.8999,0.6990,0.7399,0.6395,3.0989,2.9796,3.0386,2.8662,2.9192,3.0271,0.1321,P4>P3>P5>P1>P2,1,ODA
ARE,United Arab Emirates,2018,1,78.7849,63.6652,71.8838,70.0000,70.0155,42.6000,1.2639,0.6830,0.7645,0.9608,77446.2270,18.1867,,80.1347,42.8000,0.7108,0.5909,0.8626,0.8350,0.7223,0.7372,0.6322,3.2685,2.8275,3.1436,2.5470,3.1477,3.0514,0.1088,P3>P4>P5>P1>P2,1,ODA
SVK,Slovak Republic,2018,1,61.6389,62.2254,65.6686,50.0000,53.1998,42.9000,0.8318,1.2070,0.8329,0.8810,31509.8187,0.2892,,78.0728,42.5000,0.5988,0.6394,0.8569,0.9079,0.7133,0.7339,0.6234,2.7949,3.1962,3.0401,3.0829,3.0237,3.0165,0.1347,P4>P3>P5>P2>P1,1,ODA
HUN,Hungary,2018,1,63.5106,62.8108,61.8347,46.0000,50.6716,44.9000,1.5020,1.2690,0.8237,0.8647,32258.2578,0.3476,,77.1961,50.2000,0.5854,0.6550,0.8442,0.9087,0.6768,0.7284,0.6088,2.7308,3.2990,2.8753,3.0886,2.8196,2.9522,0.1363,P4>P3>P5>P2>P1,1,ODA
CHL,Chile,2018,1,71.4772,73.4538,73.4003,67.0000,70.3659,37.8000,0.3692,-0.0790,0.8200,0.9317,25305.0903,5.8371,0.0265,77.4110,40.7000,0.7133,0.4986,0.8759,0.8592,0.7175,0.7217,0.5912,3.3598,2.1940,3.1723,2.1770,3.0284,2.8989,0.1516,P3>P4>P5>P1>P2,0,
HRV,Croatia,2018,1,60.9216,61.3604,61.1019,48.0000,48.3592,40.7000,0.9461,0.8710,0.8359,0.8902,29789.1305,0.7731,,79.0288,48.7000,0.5785,0.5983,0.8630,0.9018,0.6922,0.7164,0.5770,2.6614,2.8961,3.1224,2.9290,2.9612,2.8985,0.1491,P4>P3>P5>P2>P1,1,ODA
URY,Uruguay,2018,1,61.8662,71.8666,64.3240,70.0000,75.4389,34.2000,0.5048,-0.0260,0.7489,0.8850,24386.4948,1.9730,0.0678,84.9066,35.4000,0.6701,0.4853,0.8170,0.8824,0.7770,0.7064,0.5506,3.1210,2.0111,2.7271,2.3829,3.5708,2.8470,0.1552,P4>P3>P5>P1>P2,0,
GRC,Greece,2018,1,57.9495,61.7796,59.3860,45.0000,52.7293,38.9000,1.2066,0.3510,0.8610,0.9461,29792.0593,0.1079,,71.8955,55.3000,0.5603,0.5426,0.9036,0.9062,0.6291,0.7006,0.5351,2.5534,2.5768,3.4109,3.1295,2.6419,2.8490,0.1823,P4>P3>P5>P1>P2,1,ODA
MUS,Mauritius,2018,1,69.4936,72.9146,71.2777,51.0000,53.9598,31.3000,0.3339,0.1500,0.7272,0.8383,23415.5238,0.0024,0.4374,81.2539,40.5000,0.6617,0.4866,0.7828,0.8872,0.7375,0.6948,0.5198,3.1354,1.9288,2.3050,2.7232,3.2812,2.7938,0.1497,P4>P3>P5>P1>P2,0,
MYS,Malaysia,2018,1,68.0474,61.8938,66.6588,47.0000,57.8449,43.0000,1.0403,1.0010,0.7171,0.8574,27793.5674,7.3274,-0.0099,68.9172,63.6000,0.6090,0.6214,0.7873,0.8547,0.5796,0.6940,0.5175,2.8452,3.0879,2.3760,2.5722,2.4145,2.7115,0.1225,P4>P3>P2>P1>P5,0,
CRI,Costa Rica,2018,1,58.2017,65.8900,65.1360,56.0000,61.0056,35.7000,0.3714,0.2290,0.7137,0.9245,21498.0351,0.9455,0.1684,76.7355,43.2000,0.6131,0.5157,0.8191,0.8810,0.7037,0.6926,0.5139,2.8366,2.3311,2.7038,2.4460,2.9127,2.7020,0.1486,P4>P3>P5>P1>P2,0,
ROU,Romania,2018,1,49.3551,62.2492,60.9392,47.0000,44.4349,37.6000,0.4970,1.0060,0.7726,0.8477,29382.7567,1.0703,,68.3465,49.4000,0.5489,0.5949,0.8101,0.8991,0.6359,0.6914,0.5107,2.4792,2.8874,2.5955,2.8603,2.5925,2.6782,0.1498,P4>P3>P5>P2>P1,1,ODA
BGR,Bulgaria,2018,1,50.8648,54.5437,62.4589,42.0000,44.0212,42.6000,0.7550,0.7140,0.8105,0.8451,23997.6877,0.6784,,76.0222,51.7000,0.5247,0.5937,0.8278,0.8913,0.6647,0.6899,0.5067,2.3287,2.8827,2.6901,2.8842,2.7697,2.6746,0.1551,P4>P3>P5>P2>P1,1,ODA
QAT,Qatar,2018,1,67.0162,64.9489,65.5414,62.0000,63.0233,36.6000,0.5313,0.0600,0.6961,0.9648,110032.8399,23.9995,,80.7677,48.1000,0.6488,0.5050,0.8305,0.8144,0.7034,0.6878,0.5010,3.0448,2.2684,2.8357,2.4898,3.1383,2.8293,0.1330,P3>P4>P5>P1>P2,1,ODA
CHN,China,2018,1,61.6673,48.0075,53.4346,39.0000,46.4349,53.1000,2.1023,1.3110,0.6691,0.8878,16298.2051,1.4252,-0.0050,61.8460,72.4000,0.5053,0.6997,0.7785,0.8664,0.5076,0.6810,0.4831,2.0917,3.5943,2.3726,2.8019,1.7882,2.4764,0.1618,P4>P3>P2>P5>P1,0,
PAN,Panama,2018,1,57.6756,52.6321,59.8100,37.0000,36.7610,32.4000,0.1336,0.7060,0.7114,0.8964,32463.5404,0.0994,0.0631,72.1174,49.5000,0.5178,0.5420,0.8039,0.9097,0.6543,0.6731,0.4621,2.2558,2.3392,2.5856,2.8984,2.7358,2.5490,0.1688,P4>P3>P5>P2>P1,0,
GEO,Georgia,2018,1,61.1018,61.5494,67.4983,58.0000,64.8915,35.0000,0.2757,0.1680,0.8728,0.8305,15021.9058,0.4512,3.4193,64.2741,74.0000,0.6204,0.5067,0.8517,0.8117,0.5130,0.6657,0.4426,2.8659,2.2242,2.8683,1.9273,1.8464,2.4478,0.1631,P3>P4>P1>P5>P2,0,
ARG,Argentina,2018,1,56.3521,53.4845,51.8641,40.0000,47.7387,30.7000,0.4883,0.0680,0.8661,0.8734,24410.3919,2.0371,0.0145,67.9517,46.1000,0.5043,0.4762,0.8698,0.8829,0.6477,0.6604,0.4285,2.0964,1.8219,3.1035,2.4236,2.6181,2.3862,0.1940,P4>P3>P5>P1>P2,0,
SRB,Serbia,2018,1,54.1095,55.2452,56.2770,39.0000,40.0223,35.5000,0.8815,0.7100,0.7903,0.8621,18469.0226,1.5407,2.1312,67.8822,68.1000,0.5116,0.5578,0.8262,0.8365,0.5557,0.6555,0.4154,2.2312,2.5911,2.7192,1.9874,2.2433,2.3388,0.1598,P4>P3>P2>P5>P1,0,
BHR,Bahrain,2018,1,59.4714,55.9795,62.6920,36.0000,45.0016,31.7000,,0.5130,0.7963,0.9294,51993.1308,14.7514,,51.0725,64.4000,0.5354,0.5212,0.8629,0.8373,0.4870,0.6529,0.4085,2.3923,2.1972,3.0787,2.4636,1.6368,2.3901,0.1849,P3>P4>P1>P2>P5,1,ODA
THA,Thailand,2018,1,54.7517,51.8247,57.1516,36.0000,40.3061,38.0000,1.1138,0.9310,0.7163,0.8798,18876.2209,1.8167,-0.0869,49.1567,75.0000,0.4993,0.5902,0.7981,0.8728,0.4333,0.6499,0.4005,2.0910,2.9313,2.5091,2.8363,1.1550,2.3042,0.1898,P4>P3>P2>P1>P5,0,
TUR,Turkiye,2018,1,52.2696,44.7633,55.6793,41.0000,43.1645,37.4000,1.2709,0.5930,0.7817,0.8839,28640.3402,0.5300,0.1539,46.6928,82.2000,0.4843,0.5568,0.8328,0.8988,0.3910,0.6457,0.3895,1.9430,2.5877,2.8627,2.6543,0.8932,2.1806,0.2220,P4>P3>P2>P1>P5,0,
CUB,Cuba,2018,1,47.2258,42.6292,35.5424,47.0000,47.6293,,0.5369,-0.8940,0.7539,0.8835,,1.1019,0.7606,75.5904,62.9000,0.4310,0.4729,0.8187,0.9700,0.6159,0.6453,0.3884,1.4103,1.0207,2.7378,2.0501,2.6028,1.8971,0.2295,P4>P3>P5>P2>P1,2,GDPpcPPP; GII
BLR,Belarus,2018,1,46.8692,44.3482,42.4298,44.0000,45.2801,29.4000,0.6044,0.8840,0.8090,0.8359,20025.9816,1.9813,0.2060,70.4664,70.5000,0.4441,0.5429,0.8225,0.8698,0.5586,0.6411,0.3772,1.5255,2.1956,2.6385,2.2349,2.2396,2.0755,0.1872,P4>P3>P5>P2>P1,0,
OMN,Oman,2018,1,53.5066,60.1277,63.1899,52.0000,47.4432,32.8000,0.1903,-0.1660,0.7573,0.9210,37780.3308,27.0145,,75.1057,52.6000,0.5721,0.4658,0.8392,0.7391,0.6564,0.6407,0.3763,2.5924,1.7917,2.9021,2.2267,2.7392,2.4981,0.1446,P3>P4>P5>P1>P2,1,ODA
BWA,Botswana,2018,1,58.0832,63.9037,63.6453,61.0000,65.0852,28.2000,,-0.1410,0.6613,0.7134,15785.8196,0.8697,0.5558,82.8874,62.0000,0.6166,0.4450,0.6874,0.8591,0.6561,0.6403,0.3751,2.8708,1.4759,1.3667,2.1956,3.0488,2.3430,0.1486,P4>P3>P5>P1>P2,0,
SAU,Saudi Arabia,2018,1,56.5031,52.9607,56.1327,49.0000,51.0050,34.3000,0.4762,0.6510,0.7932,0.9038,59377.8025,29.2707,,55.6728,70.2000,0.5365,0.5465,0.8485,0.7474,0.4859,0.6385,0.3704,2.3540,2.4269,2.9862,2.3974,1.6534,2.3862,0.1565,P3>P4>P2>P1>P5,1,ODA
MKD,North Macedonia,2018,1,51.9897,53.0622,61.1531,37.0000,40.9554,29.9000,0.3637,0.1230,0.7695,0.8751,18460.4624,0.4247,1.4017,63.8712,64.8000,0.5080,0.4772,0.8223,0.8561,0.5494,0.6369,0.3661,2.1825,1.7722,2.7284,2.2703,2.1280,2.2390,0.1817,P4>P3>P5>P1>P2,0,
BRN,Brunei Darussalam,2018,1,71.1784,62.8251,68.5878,63.0000,72.4680,32.8000,0.2776,,0.6919,0.8460,65148.8264,22.5077,,85.4525,59.8000,0.6640,0.3280,0.7690,0.7973,0.6781,0.6290,0.3453,3.0876,1.8730,2.1790,2.4565,3.2483,2.6904,0.1874,P4>P3>P5>P1>P2,2,ECI; ODA
MEX,Mexico,2018,1,50.8169,43.0883,54.8127,28.0000,28.7721,35.3000,0.2982,0.9250,0.7122,0.8354,20921.4775,2.8911,0.0449,50.0543,71.5000,0.4418,0.5761,0.7738,0.8687,0.4524,0.6282,0.3431,1.5203,2.7270,2.2011,2.2695,1.3847,1.9536,0.1919,P4>P3>P2>P5>P1,0,
ALB,Albania,2018,1,56.5605,53.9640,56.6601,36.0000,35.9708,30.0000,,-0.2570,0.7471,0.9114,15055.2808,1.7111,2.2426,68.4601,60.1000,0.5080,0.4436,0.8293,0.8230,0.5919,0.6275,0.3412,2.1782,1.5260,2.8191,1.8245,2.4433,2.1764,0.1786,P3>P4>P5>P1>P2,0,
MNE,Montenegro,2018,1,55.0439,58.0839,59.4770,45.0000,46.1366,36.5000,0.5037,,0.8380,0.8757,21083.5883,0.8374,2.8411,68.1439,55.3000,0.5440,0.3650,0.8569,0.8362,0.6103,0.6269,0.3395,2.4563,2.3810,3.0303,2.0754,2.4873,2.4902,0.2069,P3>P4>P5>P1>P2,1,ECI
ZAF,South Africa,2018,1,54.2202,55.7887,55.9438,43.0000,46.8966,35.1000,0.6859,0.4290,0.7496,0.7035,13347.3635,3.8695,0.2338,60.7804,72.9000,0.5224,0.5306,0.7266,0.8359,0.5002,0.6258,0.3365,2.2888,2.3642,1.7016,1.8158,1.6700,2.0354,0.1498,P4>P3>P2>P1>P5,0,
ARM,Armenia,2018,1,47.9755,53.2014,59.3616,35.0000,44.5304,32.8000,0.1888,0.0540,0.7585,0.8458,12877.4938,1.0987,1.1203,65.8279,69.5000,0.4888,0.4855,0.8021,0.8377,0.5396,0.6255,0.3359,1.9952,1.9848,2.5074,1.9138,2.1275,2.1004,0.1745,P4>P3>P5>P1>P2,0,
TTO,Trinidad and Tobago,2018,1,58.5127,54.8664,53.8433,41.0000,42.2370,27.0000,0.0837,-0.0670,0.7421,0.8101,28673.2414,11.2320,,67.8691,54.6000,0.5206,0.4456,0.7761,0.8301,0.6118,0.6240,0.3318,2.2820,1.4300,2.1878,2.2698,2.4864,2.1922,0.1639,P4>P3>P5>P1>P2,1,ODA
RUS,Russian Federation,2018,1,48.1709,42.6375,49.2220,28.0000,29.8654,37.9000,0.9900,0.7000,0.8331,0.8144,28628.5625,14.4735,,59.6066,77.2000,0.4201,0.5689,0.8237,0.8084,0.4764,0.6213,0.3248,1.2815,2.7143,2.6095,2.2219,1.4419,1.9355,0.1872,P3>P4>P2>P5>P1,1,ODA
VNM,Viet Nam,2018,1,51.6995,52.0515,50.2564,33.0000,39.8573,37.9000,0.4165,0.3770,0.6826,0.8323,10009.9715,3.2601,0.5589,64.9676,68.4000,0.4675,0.5400,0.7574,0.8197,0.5398,0.6213,0.3246,1.7553,2.5350,2.0346,1.6866,2.1298,1.9807,0.1539,P4>P3>P2>P5>P1,0,
BRA,Brazil,2018,1,47.3268,50.0545,51.0100,35.0000,39.6038,33.4000,1.1502,0.5320,0.6967,0.8559,15463.7426,3.6176,0.0239,54.8735,68.7000,0.4585,0.5314,0.7763,0.8486,0.4881,0.6213,0.3246,1.6935,2.3300,2.2615,2.0999,1.7128,1.9812,0.1789,P4>P3>P2>P5>P1,0,
