iso3,country,year,ECI
ZMB,ZMB,2006,-0.795
ZMB,ZMB,2007,-0.695
ZMB,ZMB,2008,-0.509
ZMB,ZMB,2009,-0.532
ZMB,ZMB,2010,-0.6
ZMB,ZMB,2011,-0.749
ZMB,ZMB,2012,-0.507
ZMB,ZMB,2013,-0.389
ZMB,ZMB,2014,-0.458
ZMB,ZMB,2015,-0.54
ZMB,ZMB,2016,-0.488
ZMB,ZMB,2017,-0.755
ZMB,ZMB,2018,-0.539
ZMB,ZMB,2019,-0.671
ZMB,ZMB,2020,-0.688
ZMB,ZMB,2021,-0.617
ZMB,ZMB,2022,-0.687
ZMB,ZMB,2023,-0.706
ZMB,ZMB,2024,-0.67
