iso3,country,year,GovEff,RuleLaw,RegQual,CtrlCorr,PolStab,GDPpcPPP,ResRents,ODA,RD
COG,"Congo, Rep.",2024,29.745211,36.6808587,36.7010169,19.0396064,61.4802566,7026.36223281494,,2.74608828732032,0.38339
COL,Colombia,1996,50.3130312,41.9979317,50.1275979,37.435449,31.662516,6638.839736256,3.72384039434735,0.205115987685899,
COL,Colombia,2004,46.5019858,47.8045975,54.3524413,46.3593505,31.939793,7909.34635155695,5.92813672580534,0.474249916136345,0.16964
COL,Colombia,2012,49.2991597,49.2600929,58.3625963,39.5560695,43.151392,12093.0754939172,8.29683079092449,0.214359658491853,0.22116
COL,Colombia,2018,49.1252583,49.701606,56.5795741,41.405998,54.5255309,15239.4049488277,4.940258188938,0.5464304780895,0.31233
COL,Colombia,2024,49.1802654,47.3311328,55.0740059,41.90949,49.3103253,22349.436440123,,0.28899502663605,
COM,Comoros,1996,15.90718,38.6823706,29.5985642,29.4792001,65.0304879,1650.51748260068,1.72539613160936,9.97789670853899,
COM,Comoros,2004,23.2898664,35.7562395,30.9671781,32.2108316,56.9844717,2024.8526447402,1.23259320703783,4.1706956191624,
COM,Comoros,2012,20.4194254,39.2508418,32.3883456,32.070242,59.1460867,2678.70262820599,1.91653686564634,10.0196215762416,
COM,Comoros,2018,25.801886,41.2316613,35.2889464,27.1369084,58.9314888,3276.00936695332,1.55194278873705,7.67456102396916,
COM,Comoros,2024,27.8404845,37.5018196,35.1704573,24.7636371,62.1146741,3958.53228789687,,12.4680318130517,
CPV,Cabo Verde,1996,,75.6673665,46.8563371,65.0982709,84.7101143,1962.92102503773,29.5237149865058,23.4053599454643,
CPV,Cabo Verde,2004,44.454721,61.0339282,47.7005545,52.4006207,80.8346784,3968.65691704088,25.6539720118683,15.8573168628723,
CPV,Cabo Verde,2012,53.5134878,67.4004221,54.3282685,65.7111016,80.2570436,6318.06108723364,25.055847063546,13.3608251275018,0.06622
CPV,Cabo Verde,2018,58.0567541,69.7019113,51.5976394,65.5147284,80.2221202,7916.42115326174,14.343668170972,3.9046765369386,
CPV,Cabo Verde,2024,59.4135423,64.2655079,55.5747674,66.8974053,79.040094,11195.1205312923,,4.11309653929944,
CRI,Costa Rica,1996,50.8789494,65.9388547,58.0001328,67.2795189,78.4200217,6568.44418634869,2.57877076272718,-0.00184254548215975,0.30221
CRI,Costa Rica,2004,56.5155667,66.4836079,64.0030745,55.5280511,77.7265223,9365.32775360615,1.00110593588162,0.144553602558879,0.37288
CRI,Costa Rica,2012,59.7703284,64.6597621,65.6806112,61.4268371,77.0920998,14463.7404448087,1.2425772572914,0.0622142560667412,0.54713
CRI,Costa Rica,2018,58.2016549,65.8900262,65.1359862,61.0056411,76.735494,21498.0350746836,0.945537295658598,0.168398038940987,0.37144
CRI,Costa Rica,2024,56.9189193,67.5792602,64.0390444,61.6036307,85.9764519,31106.7643556729,,0.179665709895736,0.33738
CSS,Caribbean small states,1996,,,,,,9314.47121838795,6.61228187514655,2.55347203675926,
CSS,Caribbean small states,2004,,,,,,14941.0002972672,5.20851232156477,0.875878810211936,
CSS,Caribbean small states,2012,,,,,,20766.9002732826,12.2406253394284,0.527706642348899,
CSS,Caribbean small states,2018,,,,,,21259.2795158966,5.50150187114763,0.607735275003614,
CSS,Caribbean small states,2024,,,,,,38624.0605441698,,,
CUB,Cuba,1996,30.9464042,38.2158848,33.8754423,47.1676152,70.3150978,,1.42702180446909,0.233317054096462,0.34736
CUB,Cuba,2004,40.0540804,37.4245814,28.7857698,43.6396514,71.0059358,,2.70599089783315,0.264874376248689,0.60231
CUB,Cuba,2012,42.1090936,41.8255063,33.0608232,57.1112083,69.9915825,,2.18752036209115,0.118863240577944,0.40716
CUB,Cuba,2018,47.2258128,42.6291721,35.5424136,47.6292922,75.5904409,,1.10185419907902,0.760617950151897,0.53691
CUB,Cuba,2024,46.0999593,46.2326046,32.1969231,43.2746338,71.2840926,,,,0.43839
CUW,Curacao,2004,,,,,,23791.197413682,,,
CUW,Curacao,2012,,,,,,25105.9924714169,0.0,,
CUW,Curacao,2018,,,,,,24623.0414302994,0.0,,
CUW,Curacao,2024,,,,,,32693.2939764893,,,
CYM,Cayman Islands,1996,86.1808297,79.6387673,74.4136253,75.4363736,77.9640044,,,,
CYM,Cayman Islands,2004,68.7456317,70.6053459,72.9233538,68.945039,84.1472722,75190.6622438904,0.0,,
CYM,Cayman Islands,2012,70.8190661,71.355526,74.7790034,72.6925465,87.0878662,64726.5305342992,0.0,,
CYM,Cayman Islands,2018,73.0481072,70.448207,71.8726744,60.0646405,82.6074581,71811.8924961984,0.0,,
CYM,Cayman Islands,2024,74.3670612,71.25189,71.8158452,60.0904465,90.8470192,88427.7866712691,,,
CYP,Cyprus,1996,74.2571364,71.7586231,69.0922801,79.0597317,74.7717181,17319.998046875,0.0147205658958886,0.236990001015236,0.20331
CYP,Cyprus,2004,74.5812721,74.1125619,73.4881788,66.3512037,71.3261492,25941.998046875,0.00877046492863859,,0.33564
CYP,Cyprus,2012,80.215801,73.5048864,71.2165864,68.2021078,79.4455839,31924.099609375,0.072728856527206,,0.43765
CYP,Cyprus,2018,68.0766854,71.6307148,69.7424712,61.2316379,77.1017013,40262.30859375,0.00469231201910547,,0.61032
CYP,Cyprus,2024,68.2497236,68.8261756,66.527046,58.6330074,72.4855218,63006.61328125,,,0.68145
CZE,Czechia,1996,64.161665,70.7022198,62.1194764,64.215906,84.75865,14780.8272150214,0.701959148878735,,0.88366
CZE,Czechia,2004,65.6983201,68.6777678,71.0324582,56.9843202,77.9667238,20988.1204818834,0.888200041529852,,1.13619
CZE,Czechia,2012,65.507341,71.26544,69.4632255,56.1627184,85.0744443,29465.6074011894,0.640579925432997,,1.757
CZE,Czechia,2018,71.2863312,74.8691789,72.9466892,60.2843098,83.7215235,41638.1831076596,0.389418621280193,,1.87652
CZE,Czechia,2024,74.2324658,77.4132754,74.2917232,66.70103,82.4960109,57285.4237001379,,,1.83369
DEU,Germany,1996,85.9133266,86.1730036,73.0815474,89.1071214,87.7215509,24169.0699436833,0.082276615808835,,2.13663
DEU,Germany,2004,81.3822575,85.7201504,77.5382371,84.1549794,77.9405873,31753.1720592803,0.138403613195226,,2.40278
DEU,Germany,2012,85.5302347,84.81126,78.5731908,81.3964995,82.4089443,44229.3941921739,0.1648561931117,,2.82499
DEU,Germany,2018,86.3768371,86.4901366,81.3517051,86.6742509,79.967946,56273.0405627017,0.0847654608298758,,3.05057
DEU,Germany,2024,81.406755,84.9456033,78.4893499,83.7515919,68.0170742,73551.9347696836,,,3.1539
DJI,Djibouti,1996,25.9462734,45.2663802,40.437656,35.3038312,52.9754132,,0.664007194070733,19.0441312995154,
DJI,Djibouti,2004,37.4144419,41.2300589,43.5210113,39.3120498,61.2836594,,0.573154706409986,9.34243402221502,
DJI,Djibouti,2012,36.3886921,42.0713801,43.9840476,36.7648976,67.8992675,3762.2819610399,0.945907199473507,10.7479842378884,
DJI,Djibouti,2018,36.329487,39.9847596,43.1939767,31.2252814,60.8259835,5083.11077030183,0.278959298930402,6.46692058370355,
DJI,Djibouti,2024,41.7537153,39.5750381,41.412989,29.8234701,56.3908861,7810.27869066792,,5.55737773688242,
DMA,Dominica,1996,66.1026449,70.4573872,66.0108016,65.962627,77.9640044,6041.21085860812,0.0276148169977592,15.7709344498044,
DMA,Dominica,2004,58.7553175,67.646573,61.2288785,59.2019747,80.519294,8232.18460901,0.0220286901534381,8.09107425619844,
DMA,Dominica,2012,63.2755427,71.5670817,63.087777,64.5887409,84.5635747,10920.9085079245,0.0414520814234463,5.02664359392049,
DMA,Dominica,2018,42.443663,67.5302768,57.3751003,58.1737351,84.8896624,15069.8972415303,0.0348243046150246,4.27905689969789,
DMA,Dominica,2024,54.238458,63.8053127,55.8063108,58.6428812,86.9758947,21300.6848698089,,7.98882793042529,
DNK,Denmark,1996,85.9359109,89.0483218,78.7777934,95.5410106,90.4751083,23722.7800836698,0.537019819498268,,1.80812
DNK,Denmark,2004,92.1610733,89.8694393,85.8814069,92.9910529,83.1183398,33015.5515892493,1.30912670625197,,2.41328
DNK,Denmark,2012,89.5815207,90.0551703,83.6007853,93.5656979,83.7172224,44755.1624273018,1.52209845823621,,2.9845
DNK,Denmark,2018,88.6832634,90.0924779,83.9270834,91.5379901,83.0073538,57233.6231685618,0.587862611976543,,2.97895
DNK,Denmark,2024,88.5349172,91.4603795,85.3127667,94.1568337,79.0280276,81878.2349849181,,,3.04841
DOM,Dominican Republic,1996,45.4496463,46.6426702,46.0362201,44.4178756,62.5763214,5160.98784878438,0.70339446524712,0.472174989827949,
DOM,Dominican Republic,2004,35.8335031,46.0778597,48.2185857,33.3098417,58.1533844,7374.8123177806,1.21413014952002,0.50766953549557,
DOM,Dominican Republic,2012,41.6009825,46.8745346,51.9465411,32.032281,66.4306599,11776.6228103557,0.446840708804603,0.447227797804591,
DOM,Dominican Republic,2018,44.4024905,47.5276274,52.5809102,30.7634121,65.9469346,17994.8382742736,0.868889463505184,0.109832083398286,
DOM,Dominican Republic,2024,52.7919493,53.8278428,58.132649,42.4808681,75.9612671,27541.6625283384,,0.576772865819527,
DZA,Algeria,1996,36.7835535,40.6857636,40.6874311,35.0880322,31.1342008,8052.76856708202,21.1719242100152,0.691458493024091,
DZA,Algeria,2004,38.1033202,46.1178298,45.2558833,30.87151,43.5847453,11431.6856715426,26.1573130077943,0.358571510104919,0.15186
DZA,Algeria,2012,38.5167643,42.8471043,37.7034704,38.6703708,43.9249937,14441.3293398806,26.2525144621236,0.0654862344536185,
DZA,Algeria,2018,45.716986,42.2739483,38.4567671,36.9544858,55.0130534,13727.1266357859,20.7172028374976,0.0759518740097888,0.47865
DZA,Algeria,2024,46.4563079,44.9726847,42.9924826,35.843598,54.0467968,17620.7423956126,,0.0828009927442537,0.44395
EAP,East Asia & Pacific (excluding high income),1996,,,,,,2675.52247242244,3.95616283219073,0.563275913368499,0.460024805480053
EAP,East Asia & Pacific (excluding high income),2004,,,,,,4748.71108380498,5.40074680175966,0.249112743067559,1.09127312539587
EAP,East Asia & Pacific (excluding high income),2012,,,,,,10521.4381327557,4.40483513578008,0.0817380515295551,1.85116850389039
EAP,East Asia & Pacific (excluding high income),2018,,,,,,14588.4749522605,1.82587903450451,0.0493171065253914,1.88271981025026
EAP,East Asia & Pacific (excluding high income),2024,,,,,,23248.0251794368,,0.0500313188579032,2.47590303547195
EAR,Early-demographic dividend,1996,,,,,,3764.02969033108,7.07662585387959,0.77771166060645,0.552068597647165
EAR,Early-demographic dividend,2004,,,,,,4945.68181089266,9.10271751372919,0.492983012080621,0.613588279021847
EAR,Early-demographic dividend,2012,,,,,,7746.79231589443,10.8068750734792,0.354283179688788,0.698557541076336
EAR,Early-demographic dividend,2018,,,,,,9604.81221760973,6.59590933129424,0.511716848818552,0.736717768999456
EAR,Early-demographic dividend,2024,,,,,,13995.4055576952,,,
EAS,East Asia & Pacific,1996,,,,,,4915.42170976628,0.933536766355975,0.103618897648989,2.17761443314041
EAS,East Asia & Pacific,2004,,,,,,7523.34416875044,1.80682002926432,0.0678667492554864,2.29927188339166
EAS,East Asia & Pacific,2012,,,,,,13656.8245476431,2.74464254515472,0.0413320223625137,2.45499343291055
EAS,East Asia & Pacific,2018,,,,,,17964.5548011966,1.49623364269318,0.0308204862369718,2.32085667275762
EAS,East Asia & Pacific,2024,,,,,,27285.2112349993,,0.0342086143668506,2.77406822897594
ECA,Europe & Central Asia (excluding high income),1996,,,,,,5519.15788630786,2.26246380306076,0.824550737537533,0.479388799159329
ECA,Europe & Central Asia (excluding high income),2004,,,,,,7549.72024693822,3.85677279173729,0.762895710242394,0.512185628430674
ECA,Europe & Central Asia (excluding high income),2012,,,,,,14029.3123919371,6.49673945498723,0.618636451507117,0.642385438142583
ECA,Europe & Central Asia (excluding high income),2018,,,,,,18319.4162646499,5.48773247025132,0.57160186579305,0.831295113919328
ECA,Europe & Central Asia (excluding high income),2024,,,,,,29333.2558966594,,2.23806108253058,0.90394553471454
ECS,Europe & Central Asia,1996,,,,,,13339.8348890306,0.806329544460261,0.0292570719045566,1.64326625360466
ECS,Europe & Central Asia,2004,,,,,,19302.9388279917,1.19594530898228,0.030424568761876,1.69134392915077
ECS,Europe & Central Asia,2012,,,,,,28531.516509994,2.48554437495063,0.0444430056462928,1.81723615382646
ECS,Europe & Central Asia,2018,,,,,,35921.0135977486,1.78949400312235,0.035306668088608,2.06378144595511
ECS,Europe & Central Asia,2024,,,,,,52463.146580384,,0.170405110225647,2.13845186931503
ECU,Ecuador,1996,35.1782163,49.9914635,47.0554923,37.0746477,50.9444758,5559.97815295478,9.06384330500035,0.985126533964218,0.07406
ECU,Ecuador,2004,33.6159515,45.3018876,42.2847101,32.1469271,50.2157047,6980.09126356362,12.5726365426945,0.552368760984919,0.06007
ECU,Ecuador,2012,45.6624591,38.4199487,39.1197898,35.4331928,54.6078078,10244.5177816184,14.5265186334151,0.171225119896342,0.33308
ECU,Ecuador,2018,47.1982412,43.7623713,41.8618752,35.3369706,64.7456762,12186.8846084388,7.0964207852671,0.386278437723332,
ECU,Ecuador,2024,47.0703248,40.3557466,44.6676535,32.1538699,53.5770067,15840.2668567412,,0.46879492506776,
EGY,"Egypt, Arab Rep.",1996,52.7489081,57.2364244,49.6951329,41.9772971,52.4281085,4434.46491059753,9.35519973587659,3.22317660729214,0.2126
EGY,"Egypt, Arab Rep.",2004,40.218153,54.812758,45.4683733,35.1085368,50.8490751,6207.12492160943,11.3771125904479,1.91260600542252,0.26994
EGY,"Egypt, Arab Rep.",2012,40.9901078,47.6764105,46.7866905,37.379554,38.7439308,10342.4317112754,10.7454978351353,0.665144850309462,0.50899
EGY,"Egypt, Arab Rep.",2018,43.4484327,44.2329876,43.1497473,38.2405904,44.3372496,12329.2446781436,7.59656355901849,0.81187032393766,0.68839
EGY,"Egypt, Arab Rep.",2024,49.4532828,44.0301801,46.9854499,31.1152849,49.1898949,19094.1449444111,,0.126798708163173,1.01757
EMU,Euro area,1996,,,,,,20904.5330192578,0.119275154656517,0.00232128849498183,1.73905385387369
EMU,Euro area,2004,,,,,,28944.09931086,0.122860210216971,0.000887803260309646,1.77598190183643
EMU,Euro area,2012,,,,,,37768.4278187025,0.216680144520865,,2.07712321864699
EMU,Euro area,2018,,,,,,47721.5392432291,0.121111947809602,,2.19232231877151
EMU,Euro area,2024,,,,,,66097.0207220176,,,2.29924641772542
ERI,Eritrea,1996,25.9462734,43.913168,32.399507,57.9760137,36.9387558,1449.05483276575,7.70881214712379,22.963218083309,
ERI,Eritrea,2004,30.5631782,36.7563827,32.7463947,43.5463035,51.8874793,1620.76402912482,3.2592329853456,24.0934508904479,
ERI,Eritrea,2012,25.5503076,30.890679,24.9713098,30.1874959,50.3067411,1742.32363018235,26.9562621368195,6.53485093309556,
ERI,Eritrea,2018,23.6565514,28.0200921,24.6876056,18.8322541,50.0762283,,,,
ERI,Eritrea,2024,23.0265068,25.940194,22.7621975,14.7976467,53.7901219,,,,
ESP,Spain,1996,77.9048112,79.5395287,68.8943031,78.4397497,69.1661005,16971.2538144573,0.0597282400578273,,0.78795
ESP,Spain,2004,74.5430276,74.9635142,76.5805475,72.8854403,66.5281616,26159.7864720491,0.0468983599455063,,1.04013
ESP,Spain,2012,68.890859,75.6138206,68.6282739,70.2356594,68.3667517,31869.7839822219,0.0730629225763844,,1.29268
ESP,Spain,2018,72.1501162,74.0378141,68.7999285,62.9450676,71.6108499,41015.1565755187,0.0630077839936006,,1.23288
ESP,Spain,2024,72.9391098,73.0011894,64.6542875,62.3193026,65.8432851,57965.2948138837,,,1.49362
EST,Estonia,1996,58.6672069,68.5528645,67.9821346,57.6907822,78.6260838,6891.85582622378,3.00258069293899,,0.56501
EST,Estonia,2004,68.3544588,70.5668782,76.9922746,66.5223398,76.4539927,14538.0273203932,1.59775319590382,,0.84566
EST,Estonia,2012,71.9079021,76.8230584,77.8688313,70.4021481,77.9251865,26242.5282659014,1.97052610513419,,2.10485
EST,Estonia,2018,75.9403274,80.4083456,77.4345494,78.1694888,79.5395993,37120.9879761677,2.01785330968871,,1.38298
EST,Estonia,2024,76.5591936,82.5475225,76.9065617,81.6444462,77.8442761,49968.7108278373,,,1.83878
ETH,Ethiopia,1996,25.109255,42.0782558,31.5904994,27.9721693,42.8449925,453.368395575231,28.6687356738762,9.36608704129237,
ETH,Ethiopia,2004,31.6625878,39.7462399,40.2433095,32.6063269,44.8066469,557.825634817804,27.810993348368,18.1800466630117,0.17917
ETH,Ethiopia,2012,43.1496229,44.0735305,40.3940748,35.4939599,38.3326332,1178.97474553026,14.9281805721075,7.50509850123161,0.60474
ETH,Ethiopia,2018,40.9791219,43.301479,41.514773,38.6140022,45.303812,2095.3175782979,6.36887574699294,5.95548979856702,0.27437
ETH,Ethiopia,2024,38.7798166,38.9119872,41.7214465,38.9918024,33.6960224,3287.53492158893,,3.9865591580784,
EUU,European Union,1996,,,,,,18358.264815244,0.172291096368739,0.00368872376485268,1.69748331032081
EUU,European Union,2004,,,,,,25910.573818836,0.210839359824072,0.00104766126377171,1.78889020457473
EUU,European Union,2012,,,,,,35114.5801591309,0.437238437614125,0.000897004942781683,2.06377099046186
EUU,European Union,2018,,,,,,45021.8469693059,0.282319440731578,,2.16898047935888
EUU,European Union,2024,,,,,,63585.4051981695,,,2.26283132761121
FCS,Fragile and conflict affected situations,1996,,,,,,2542.15469565324,18.9053956750958,,
FCS,Fragile and conflict affected situations,2004,,,,,,3453.44110417626,20.1629361722221,,
FCS,Fragile and conflict affected situations,2012,,,,,,4869.80733789079,20.2141655084573,2.0876945457896,
FCS,Fragile and conflict affected situations,2018,,,,,,5415.62986634778,15.4513454698165,3.86579372097409,
FCS,Fragile and conflict affected situations,2024,,,,,,6394.56591330945,,,
FIN,Finland,1996,83.7406382,90.1637061,74.653507,95.7261316,92.4866171,20067.4533767509,0.473774436738532,,2.45511
FIN,Finland,2004,93.3552395,90.9423063,84.6945602,94.1242934,89.292737,31195.1243346394,0.300645302149173,,3.30943
FIN,Finland,2012,95.538659,91.2349451,86.4142475,90.140642,89.342781,40739.1131809421,0.577535778021198,,3.4095
FIN,Finland,2018,93.3360502,92.2639833,84.0796451,92.0516149,83.6849655,49248.6775395866,0.563372986587861,,2.77601
FIN,Finland,2024,86.6733953,91.7521973,85.8302775,92.226018,80.1160128,65378.3841859721,,,3.0938
FJI,Fiji,1996,56.0635515,62.1484606,50.5655182,58.9726057,79.5687781,5109.30105932002,1.42317510807677,2.22728657682359,
FJI,Fiji,2004,48.4646321,55.5508976,42.5673166,53.1832677,69.0113173,6463.42456974016,0.87757995038836,2.41943460496662,
FJI,Fiji,2012,40.0909871,42.4893816,42.359842,49.5910572,63.804825,8204.46565475009,2.02960687281076,2.75461621946476,
FJI,Fiji,2018,59.7482167,53.4387605,51.7019547,54.7471307,77.8243726,12984.2072700863,1.19164257504239,2.31681657732311,
FJI,Fiji,2024,63.1811265,62.2273751,55.8892306,59.2444859,77.8248628,15450.2993265388,,3.68225335784346,
FRA,France,1996,81.0104081,81.3652642,66.2149043,76.3571549,79.8812757,21268.4888069079,0.0730726373087548,,2.23224
FRA,France,2004,81.550633,79.4059099,75.5232614,74.2420684,72.5577633,28921.2608031323,0.0406259517392784,,2.10438
FRA,France,2012,80.7574861,79.1424175,72.7880965,77.5821038,76.4037232,37671.0239268565,0.0483609619788124,,2.22761
FRA,France,2018,80.8697481,78.0557733,74.8593461,76.4426936,67.6768856,46381.0590629457,0.0429051117731693,,2.20407
FRA,France,2024,74.6869309,73.8081373,72.9392482,72.5135486,61.771486,62556.91810454,,,2.17832
FRO,Faroe Islands,1996,,,,,,,0.0,,
FRO,Faroe Islands,2004,,,,,,,0.0,,0.85253
FRO,Faroe Islands,2012,,,,,,46196.842824186,0.0,,
FRO,Faroe Islands,2018,,,,,,58933.1314753804,0.0,,
FRO,Faroe Islands,2024,,,,,,81908.7781785018,,,
FSM,"Micronesia, Fed. Sts.",1996,,72.5207113,,,,2181.63311380877,0.0171437488748058,49.6862933837337,
FSM,"Micronesia, Fed. Sts.",2004,48.4646321,71.4529214,57.3059868,53.6339354,78.6281558,2573.97301569908,0.016520240050047,35.2203964815759,
FSM,"Micronesia, Fed. Sts.",2012,37.9071923,61.3710222,42.4856049,46.9825631,84.3539664,3238.40486117851,0.0282034652210159,42.3588658864937,
FSM,"Micronesia, Fed. Sts.",2018,52.7086162,57.4966485,42.6973078,63.5519594,86.4923385,3526.87287847214,0.0165045161037463,24.5574419385579,
FSM,"Micronesia, Fed. Sts.",2024,47.7476106,73.7785486,42.8249128,62.1861902,91.5077064,4346.84249671875,,25.9144153476326,
GAB,Gabon,1996,44.8724,45.3625674,47.9452512,25.8855585,64.7956603,14146.6570728963,32.9208323547404,2.5656055781791,
GAB,Gabon,2004,29.9744113,49.1196794,45.0052755,29.7156293,65.7080723,13637.6667971195,27.4567837566907,0.608861775279836,
GAB,Gabon,2012,32.764772,48.8907392,46.5511254,33.9937869,66.994819,14619.7181445113,40.6293332424739,0.445453345073559,
GAB,Gabon,2018,36.1832563,43.6594306,42.9317816,31.2543604,59.1736205,15432.0430535353,21.16026297404,0.742566851126479,
GAB,Gabon,2024,40.3127112,37.0742145,43.4528346,28.8930255,61.1647202,21510.1725307344,,0.294781291901378,
GBR,United Kingdom,1996,83.6073145,85.4430873,82.198449,89.3625271,83.8589518,21946.6006464923,0.855025559537136,,1.5754
GBR,United Kingdom,2004,82.1533957,83.8935802,84.8756902,85.0169004,71.8461951,32051.1847283895,0.735707508866846,,1.53089
GBR,United Kingdom,2012,80.6579094,82.7552987,80.8101287,77.8666107,73.8956575,38336.5961844419,0.866071942237571,,1.57587
GBR,United Kingdom,2018,80.9891227,82.5311671,81.2780651,84.3780735,70.7215323,47212.2045190522,0.626195352812848,,2.70889
GBR,United Kingdom,2024,74.3798903,78.8208235,78.6971573,78.4145814,70.2964669,62009.4907765366,,,2.67614
GEO,Georgia,1996,25.9462734,36.4552574,38.6637923,17.5240134,31.5391475,2253.09523341327,0.462341589646357,10.2315332436576,0.33088
GEO,Georgia,2004,37.1209986,47.7428283,46.8845238,46.8677207,50.4009103,4634.77757594477,0.809468508496354,6.04338790272639,0.2442
GEO,Georgia,2012,63.2747144,60.1734842,65.7978212,58.3834353,57.3428778,10059.9820603954,1.08428994137279,3.94203126873832,0.0771
GEO,Georgia,2018,61.1018024,61.5494473,67.4982579,64.8914753,64.2740856,15021.9057577433,0.451235879680756,3.41934694821672,0.27573
GEO,Georgia,2024,60.2121471,59.5285321,65.1148903,55.5685949,55.4274855,28285.0732802982,,1.28651160735121,0.26435
GHA,Ghana,1996,50.7095473,51.9912749,44.7361677,43.5056059,55.4823806,2025.83267073248,13.7777337984918,9.59254222550776,
GHA,Ghana,2004,43.6352567,53.7090236,47.0763122,40.9916478,63.8830417,2729.34450244911,12.3974101450175,16.3419582104998,
GHA,Ghana,2012,51.7715972,59.8168199,54.6026407,47.4889132,66.4648829,4933.65254349093,15.8226771827735,4.59284354647094,0.37655
GHA,Ghana,2018,51.0707258,60.4056893,52.2002528,45.0164623,65.3470646,5536.49795400218,9.7904078745383,1.66212732274913,
GHA,Ghana,2024,52.4989455,57.8935634,53.4456524,43.9385075,66.090157,8019.99702389611,,2.08449022531047,
GIN,Guinea,1996,25.9220111,36.026284,40.0199657,36.0231607,49.1830588,1048.15823915274,15.2793753579806,5.36818863539814,
GIN,Guinea,2004,34.6425394,35.1358866,37.3759296,29.9939909,45.3910767,1366.03160239235,14.1598705167376,5.46141019605772,
GIN,Guinea,2012,27.595659,32.1064225,38.3799272,24.5053146,40.4892929,1789.97473033561,16.6316633604097,8.42435543078333,
GIN,Guinea,2018,35.0462731,37.9630097,42.2011216,25.233852,49.9997455,2844.46427670549,13.7023759938136,5.60156014926226,
GIN,Guinea,2024,34.0710252,37.2080174,40.7989887,24.0821006,48.1677456,4565.3007888456,,2.59696445733549,
GMB,"Gambia, The",1996,39.9402901,62.3058319,35.9206359,42.2695505,72.4961312,1488.80055397191,2.69758762305267,4.33342730974642,
GMB,"Gambia, The",2004,38.284278,44.8182927,44.9038195,39.8348623,64.2704114,1978.63262689984,2.5497949802114,6.51674965249698,
GMB,"Gambia, The",2012,40.125823,44.3451808,47.8235164,32.265925,62.1123322,2064.81438121612,5.78123297887422,10.0290468753463,0.0848
GMB,"Gambia, The",2018,41.5729578,49.0647515,43.6366805,39.39504,63.9221602,2277.44236224191,2.72252448983926,14.2633450361374,0.06933
GMB,"Gambia, The",2024,40.9219001,50.1803647,44.390045,41.0895318,65.5861507,3475.61245701341,,14.6082119833504,
GNB,Guinea-Bissau,1996,25.9220111,24.6606385,33.532376,27.4043477,35.445906,1052.05187958949,24.170858967761,26.4161921517361,
GNB,Guinea-Bissau,2004,21.5344291,35.3674962,31.8437663,24.8802749,57.2227224,1105.34322841441,14.1311490985512,13.5968713930218,
GNB,Guinea-Bissau,2012,27.7527609,30.0251872,33.9119957,20.6607691,48.1502318,1401.84994044148,17.1198567468218,7.89817733089944,
GNB,Guinea-Bissau,2018,27.3204445,37.4490481,35.1106773,15.5451504,54.8021913,2057.96969129146,9.88886799180997,10.219563125006,
GNB,Guinea-Bissau,2024,24.7485606,35.7124503,36.0897781,20.6093313,55.3304569,3119.37157047437,,8.82888775801468,
GNQ,Equatorial Guinea,1996,24.8609548,31.3602008,28.3893615,19.2066314,62.494217,1793.19296806024,68.668339724923,16.4423141550876,
GNQ,Equatorial Guinea,2004,24.621634,34.1521693,29.8652952,19.4188417,57.7121991,19354.2120821557,56.289114416548,1.96765310600035,
GNQ,Equatorial Guinea,2012,25.6600749,35.0640526,29.2187963,22.2853607,64.5671495,30011.9274409625,39.0027634245776,0.0973454778024562,
GNQ,Equatorial Guinea,2018,32.1944439,28.9572889,31.2711044,17.1047849,59.3885122,18413.1294204577,27.8023533090755,0.0670548013291945,
GNQ,Equatorial Guinea,2024,28.3476973,30.4540727,32.7978063,18.0370999,63.4869552,17566.7600284073,,0.134340803839839,
GRC,Greece,1996,61.2174263,74.0627507,60.6372278,62.1130656,77.0563736,15778.4020297225,0.0726895930137926,,0.44268
GRC,Greece,2004,64.3124359,72.7364354,66.8032067,57.5431586,73.9641718,24825.5735347512,0.159020771049669,,0.54073
GRC,Greece,2012,55.7531725,62.917471,57.1437336,47.3900535,63.1118416,24582.9741957507,0.234074144784244,,0.71953
GRC,Greece,2018,57.9494834,61.7795957,59.3859975,52.7293027,71.8955182,29792.0592519585,0.107923693978732,,1.2066
GRC,Greece,2024,55.0595965,62.0986924,62.4275979,53.9208369,68.2759168,44327.2097808276,,,1.4943
GRD,Grenada,1996,66.1026449,63.7351601,60.4089208,65.962627,77.7021691,5346.72504062929,0.0,3.3711563503141,
GRD,Grenada,2004,60.6342262,62.3487502,56.6531825,59.2019747,76.7645447,8605.82398540487,0.0,2.92244430676511,
GRD,Grenada,2012,62.249301,63.59475,58.5051084,58.3018782,72.313903,10575.1056268616,0.0,1.00050356053721,
GRD,Grenada,2018,48.3347558,64.221791,52.5309164,56.289143,81.5431104,15974.8591933124,0.0,3.01362314224612,
GRD,Grenada,2024,51.7321666,66.2736735,55.6495397,57.5505326,86.37974,20177.8094927386,,3.21426435015145,
GRL,Greenland,1996,,,,,,23502.0727206909,0.318340880243805,,
GRL,Greenland,2004,,,,,,35604.3390646877,0.224900454263183,,0.64608
GRL,Greenland,2012,60.3736122,84.9837973,78.5295055,68.5304842,95.8365529,52389.325351824,0.353875743048762,,
GRL,Greenland,2018,60.7547014,84.9856406,78.6636289,70.3307339,95.9157057,61806.8271308174,0.0,,
GRL,Greenland,2024,77.6453074,84.0628905,78.5750077,77.8679831,87.084438,78840.5978395988,,,
